track_name,artist_name,play_count,lyrics,error
Wasted,Tiësto,11481,"I like us better when we're wasted
It makes it easier to fake it
The only time we really talk
Is when our clothes are coming off
I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay in it instead
I like us better when we're wasted
Oh woah, woah, woah, woah

You are my glass half empty
Sipping my ocean dry
Emotionally spin me
'Till none of our planets could align
But I could stand you one more night

I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay in it instead
I like us better when we're wasted
Oh woah, woah, woah, woah

You are a catch-22, either way I miss out
All of the grief I give you
Is energy I can live without
But I could stand you one more night

I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay in it instead
I like us better when we're wasted
Oh woah, woah, woah, woah

I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay in it instead
I like us better when we're wasted
Oh woah, woah, woah, woah
Oh woah, woah, woah, woah",
Love The Way You Lie,Eminem,11457,"Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie

I can't tell you what it really is, I can only tell you what it feels like
And right now, there's a steel knife in my windpipe
I can't breathe, but I still fight while I can fight
As long as the wrong feels right, it's like I'm in flight
High off of love, drunk from my hate
It's like I'm huffin' paint and I love her, the more I suffer, I suffocate
And right before I'm about to drown, she resuscitates me
She fuckin' hates me, and I love it — ""Wait
Where you going?"" — ""I'm leaving you"" — ""No, you ain't
Come back"" — We're runnin' right back, here we go again
It's so insane, 'cause when it's goin' good, it's goin' great
I'm Superman with the wind at his back, she's Lois Lane
But when it's bad, it's awful, I feel so ashamed
I snapped, ""Who's that dude?"", I don't even know his name
I laid hands on her, I'll never stoop so low again
I guess I don't know my own strength

Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie

You ever love somebody so much you can barely breathe when you're with 'em?
You meet, and neither one of you even know what hit 'em
Got that warm fuzzy feelin', yeah, them chills, used to get 'em
Now you're gettin' fuckin' sick of lookin' at 'em?
You swore you'd never hit 'em, never do nothin' to hurt 'em
Now you're in each other's face
Spewin' venom in your words when you spit 'em
You push, pull each other's hair, scratch, claw, bit 'em
Throw 'em down, pin 'em
So lost in the moments when you're in 'em
It's the rage that’s the culprit, it controls you both
So they say you're best to go your separate ways
Guess that they don't know ya
'Cause today, that was yesterday, yesterday is over
It's a different day, sound like broken records playin' over
But you promised her, next time you'll show restraint
You don't get another chance, life is no Nintendo game
But you lied again
Now you get to watch her leave out the window
Guess that's why they call it window pane

Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie

Now, I know we said things, did things that we didn't mean
And we fall back into the same patterns, same routine
But your temper's just as bad as mine is, you're the same as me
When it comes to love, you're just as blinded, baby, please
Come back, it wasn't you, baby, it was me
Maybe our relationship isn't as crazy as it seems
Maybe that's what happens when a tornado meets a volcano
All I know is I love you too much to walk away though
Come inside, pick up your bags off the sidewalk
Don't you hear sincerity in my voice when I talk?
Told you this is my fault, look me in the eyeball
Next time I'm pissed, I'll aim my fist at the drywall
Next time? There won't be no next time!
I apologize, even though I know it's lies
I'm tired of the games, I just want her back, I know I'm a liar
If she ever tries to fuckin' leave again, I'ma tie her
To the bed and set this house on fire, just gonna—

Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie",
Paint It Black,The Rolling Stones,11447,"I see a red door and I want it painted black
No colours anymore, I want them to turn black
I see the girls walk by dressed in their summer clothes
I have to turn my head until my darkness goes

I see a line of cars and they're all painted black
With flowers and my love, both never to come back
I see people turn their heads and quickly look away
Like a newborn baby, it just happens every day

I look inside myself and see my heart is black
I see my red door, I must have it painted black
Maybe then I'll fade away and not have to face the facts
It's not easy facing up when your whole world is black

No more will my green sea go turn a deeper blue
I could not foresee this thing happening to you
If I look hard enough into the setting sun
My love will laugh with me before the morning comes

I see a red door and I want it painted black
No colours anymore, I want them to turn black
I see the girls walk by dressed in their summer clothes
I have to turn my head until my darkness goes

Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
I wanna see it painted, painted black
Black as night, black as coal
I wanna see the sun, blotted out from the sky
I wanna see it painted, painted, painted
Painted black, yeah
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm
Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm",
California Love - Original Version,2Pac,11433,,Song not found or empty lyrics
Lush Life,Zara Larsson,11433,"I live my day as if it was the last
Live my day as if there was no past
Doin' it all night, all summer
Doin' it the way I wanna
Yeah, I'ma dance my heart out 'til the dawn
But I won't be done when mornin' comes
Doin' it all night, all summer
Gonna spend it like no other

It was a crush
But I couldn't, couldn't get enough
It was a rush
But I gave it up
It was a crush
Now, I might've went and said too much
But that's all it was
So I gave it up

I live my day as if it was the last
Live my day as if there was no past
Doin' it all night, all summer
Doin' it the way I wanna
Yeah, I'ma dance my heart out 'til the dawn
But I won't be done when mornin' comes
Doin' it all night, all summer
Gonna spend it like no other

It was a crush
I kept sayin', ""I'ma stay in touch""
But that thing went bust
So I gave it up, ooh
No tricks, no bluff
I'm just better off without them cuffs
Yeah, the sun won't set on us
Ooh, ooh, ooh, yeah, yeah

Went low, went high
Still waters run dry
Gotta get back in the groove
I ain't ever worried
Went low, went high
What matters is now
Gettin' right back in the mood

I live my day as if it was the last
Live my day as if there was no past
Doin' it all night, all summer
Doin' it the way I wanna
Yeah, I'ma dance my heart out 'til the dawn
But I won't be done when mornin' comes
Doin' it all night, all summer
Gonna spend it like no other

Now I've found another crush
The lush life's given me a rush
Had one chance to make me blush
Second time is one too late
Now I've found another crush
The lush life's given me a rush
Had one chance to make me blush
Second time is one too late

Ooh, ooh-woah
Ooh, ooh-woah

I live my day as if it was the last
Live my day as if there was no past
Doin' it all night, all summer
Doin' it the way I wanna
Yeah, I'ma dance my heart out 'til the dawn
But I won't be done when mornin' comes
Doin' it all night, all summer
Gonna spend it like no other

Now I've found another crush
The lush life's given me a rush
Had one chance to make me blush
Second time is one too late
Now I've found another crush
The lush life's given me a rush
Had one chance to make me blush
Second time is one too late",
THat Part,ScHoolboy Q,11405,"Me no conversate with the fake, that part
All my bitches independent bitches, that part
I just want the paper, that part
All my bitches flavored
That part, that part, that part, that part, ayy

That part
Bang this shit in the hood one time, lil' bitch, I'm back and poppin'
Tell that ugly bitch to move away, I need more options
Broke? Then fix your pockets, all I do is profit

Quarter million, switchin' lanes, that part
Bet my bitch move the same old thing, that part
405 with the gun off safety, that part
A.M., still tryna make that play
Rich or poor, nigga, choose your fate
Style on top of style, nigga
Five years, I've been rich, nigga
Drove Bimmers down Fig, nigga
Pushed Porsches down Broadway
I've been divin' in different hoes, nigga
Got a chain that's worth the Rolls, nigga
Got an engine in back with the top in it
Nigga drivin' it like it's a bomb in it, uh

Me no conversate with the fake, that part
All my bitches independent bitches, that part
I just want the paper, that part
All my bitches flavored (
Yeah, uh
)
That part, that part, that part, that part, ayy
[Verse 2: Kanye West & 
ScHoolboy Q
]
Okay, okay, okay, okay, okay, okay (
That part
)
Beggars can't be choosers, bitch, this ain't Chipotle
Nigga with an attitude, I feel like O'Shea
Walkin', livin' legend, man, I feel like Kobe (Kobe)
I just left the strip club, got some glitter on me
Wifey gonna kill me, she the female OJ
Y'all don't feel me, man, this ain't okay
Four Seasons, take a shower, new clothes, I'm reloaded
Rich nigga, still eatin' catfish
That bitch ain't really bad, that's a catfish
If I walk up out of Saks Fifth
Have the paparazzi doin' backflips, yeah
If I lay you down on the mattress
Blow the back out 'til you backless
Think we already established
She just got 'em done, bra strapless
Okay, okay, okay, okay (
That part
)
Beggars can't be choosers, bitch, this ain't Chipotle (
That part
)
Nigga with an attitude, I feel like O'Shea (
That part
)
Walkin', livin' legend, man, I feel like Kobe (
That part
)

Me no conversate with the fake, that part
All my bitches independent bitches, that part
I just want the paper, that part
All my bitches flavored
That part, that part, that part, that part, ayy

That part
Bang this shit in the hood one time, lil' bitch, I'm back and poppin'
Tell that ugly bitch to move away, I need more options
Broke? Then fix your pockets, all I do is profit

Few million made and still ain't changed, that part
Me, my girl got matchin' bling, that part
I'ma get so blowed, I'ma lose my brain, that part
Me and XO only thing go straight
Need me a bitch that'll go both ways
Style on top of style, nigga
Since a youngin, I wanted to ball, nigga
Had a pistol in my drawers, nigga
When I was broke, I had the sauce, nigga
Got a Chevy with side to side on it
Hundred spokes, the Dana Danes on it
Got a chopper that stand at 5'2""
I put your homies right down beside you, uh

Me no conversate with the fake, that part
All my bitches independent bitches, that part
I just want the paper, that part
All my bitches flavored
That part, that part, that part, that part, ayy
That part
That part
That part

Walkin', livin' legend, man, I feel like Kobe (
That part
)
I just dropped sixty, man, I feel like Kobe
Lamar was with me, man, I feel like Kobe
Pippen at my weddin', man, I feel like Jordan
Trippin' at my weddin', I be raa-oh-ayy
Ain't say shit, nigga
You was listenin' close, though
You was listenin' to hoes, though
You wouldn't listen to the flow, though
Listen to the GOAT
Lunch line, young nigga from the 'Go, though
I'ma freestyle this motherfucker, who knew?
When I'm with my niggas, nigga, ScHoolboy Q
And uh, Top Dawg, call up Dawg
Get that nigga on the phone
Top Dawg on the phone
Ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy
Hah",
Poetic Justice,Kendrick Lamar,11397,"Every second, every minute, man, I swear that she can get it
Say if you a bad bitch, put your hands up high
Hands up high, hands up high
Tell 'em dim the lights down right now, put me in the mood
I'm talkin' 'bout dark room, perfume
Go, go

(
In the thundering rain
)
I recognize your fragrance, hol' up, you ain't never gotta say shit, uh
And I know your taste is a little bit, mmm, high maintenance, uh
Everybody else basic, you live life on an everyday basis
With poetic justice, poetic justice
If I told you that a flower bloomed in a dark room, would you trust it?
I mean, I write poems in these songs dedicated to you when
You're in the mood for empathy, it's blood in my pen
Better yet, where your friends and 'em? I really wanna know you all
I really wanna show you off, fuck that
Pour up plenty of champagne, cold nights when you curse this name
You called up your girlfriends and y'all curled in that little bitty Range, I heard that
She wanna go and party, she wanna go and party
Nigga, don't approach her with that Atari
Nigga, that ain't good game, homie, sorry
They say conversation rule a nation, I can tell
But I could never right my wrongs 'less I write it down for real, PS

(
An-an-an-an-anytime
)
You can get it, you can get it, you can get it, you can get it (
And any place
)
And I know just, know just, know just, know just, know just what you want
Poetic justice, put it in a song, alright
(
An-an-an-an-anytime
)
You can get it, you can get it, you can get it, you can get it (
And any place
)
And I know just, know just, know just, know just, know just what you want
Poetic justice, put it in a song, alright

(In the thundering rain)
I really hope you play this 'cause, oh, girl, you test my patience
With all these seductive photographs and all these one-off vacations you've been takin'
Clearly a lot for me to take in, it don't make sense
Young East African girl, you too busy fuckin' with your other man
I was tryna put you on game, put you on a plane
Take you and your mama to the motherland, I could do it
Maybe one day, when you figure out you're gonna need someone
When you figure out it's alright here in the city and you don't run from where we come from
That sound like poetic justice, poetic justice
You were so new to this life, but goddamn, you got adjusted
I mean, I write poems in these songs, dedicated to the fun sex
Your natural hair and your soft skin and your big ass in that sundress, ooh
Good God, what you doin' that walk for?
When I see that thing move, I just wish we would fight less and we would talk more
And they say communication save relations, I can tell
But I can never right my wrongs unless I write 'em down for real, PS

(
An-an-an-an-anytime
)
You can get it, you can get it, you can get it, you can get it (
And any place
)
And I know just, know just, know just, know just, know just what you want
Poetic justice, put it in a song, alright
(
An-an-an-an-anytime
)
You can get it, you can get it, you can get it, you can get it (
And any place
)
And I know just, know just, know just, know just, know just what you want
Poetic justice, put it in a song, alright

(In the thundering rain)
Every time I write these words, they become a taboo
Makin' sure my punctuation curve, every letter here's true
Livin' my life in the margin and that metaphor was proof
I'm talkin' poetic justice, poetic justice
If I told you that a flower bloomed in a dark room, would you trust it?
I mean, you need to hear this
Love is not just a verb, it's you lookin' in the mirror
Love is not just a verb, it's you lookin' for it, maybe, call me crazy, we can both be insane
A fatal attraction is common, and what we have common is pain
I mean, you need to hear this
Love is not just a verb and I can see power steerin'
Sex drive when you swerve, I want that interference, it's coherent, I can hear it, mhm
That's your heartbeat, it either caught me or it called me, mhm
Read slow and you'll find gold mines in these lines
Sincerely, yours truly, and right before you go blind, PS

(
An-an-an-an-anytime
)
You can get it, you can get it, you can get it, you can get it (
And any place
)
And I know just, know just, know just, know just, know just what you want
Poetic justice, put it in a song

I'm gon' ask you one more time, homie
Where is you from? Or it is a problem
Ayy, ayy, ayy, ayy, ayy, ask him if he over here for Sherane
Ayy, you over here for Sherane, homie?
I don't care who this nigga over here for
If he don't tell me where he from, it's a wrap, I'm sorry
Hold up, hold up, hold up, hold up, we gon' do it like this, okay?
I'ma tell you where I'm from, okay?
You gon' tell me where you from, okay?
Or, or, or where your grandma stay
Where your mama stay, or where your daddy stay, okay?
Fuck all this talkin'
As a matter fact, get out the van, homie
Get out the car 'fore I snatch you out that motherfucker, homie",
Leave The Night On,Sam Hunt,11381,"They roll the sidewalks in this town, all up after the sun goes down
They say nothin' good happens here when midnight rolls around
But layin' down would be in vain, I can't sleep with you on my brain
And I ain't anywhere close to tired
Your kiss has got me wired

Girl, you got the beat right, killin' in your Levis
High on your love has got me buzzin' like a streetlight
It's still early out in Cali, baby, don't you wanna rally again? (Woo-hoo)
We'll find a road with no name, lay back in the slow lane
The sky is dropping Jupiter around us like some old Train
We'll be rolling down the windows, I bet you we're catchin' our second wind
We don't have to go home, we can leave the night on
But we can leave the night on (Yeah, yeah)

Now all the stars are turnin' blue, just kissed the clock 2:22
Baby, I know what you're wishin' for, I'm wishin' for it too
Now all the lights are flashin' gold, nobody cares how fast we go
Our soundtrack's in the stereo
The DJ's on a roll

Girl, you got the beat right, killin' in your Levis
High on your love has got me buzzin' like a streetlight
It's still early out in Cali, baby, don't you wanna rally again?
We'll find a road with no name, lay back in the slow lane
The sky is dropping Jupiter around us like some old Train
We'll be rolling down the windows, I bet you we're catchin' our second wind
We don't have to go home, we can leave the night on
We can leave the night on

The sun'll steal the magic from us soon
So let's take one more trip around the moon

Girl, you got the beat right, killin' in your Levis
High on your love has got me buzzin' like a streetlight
It's still early out in Cali, baby, don't you wanna rally?
We'll find a road with no name, lay back in the slow lane
The sky is dropping Jupiter all around us like some old Train
We'll be rolling down the windows, I bet you we're catchin' our second wind (Woo-hoo)
We don't have to go home, we can leave the night on
We can leave the night on
We can leave the night on

Buzzin' like a streetlight
We can leave 'em on tonight",
I Miss You,blink-182,11378,"I miss you, I miss you

Hello, there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim
Of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night, we'll wish this never ends
We'll wish this never ends

I miss you, miss you
I miss you, I miss you

Where are you? And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on, so haunting every time
And as I stared, I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight

Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)


Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)

I miss you, miss you
I miss you, miss you
I miss you, miss you
I miss you, miss you",
Temperature,Sean Paul,11366,"Di gyaldem Schillaci
Chanderpaul
Suh mi give it to, suh mi give it to
Suh mi give it to, to all girls
Five million and forty naughty shorty
Baby girl, all my girls
All my girls, Chanderpaul seh

Well, woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

Make I see di gyal dem bruk out pon di floor
From you don't want no worthless performer (Oh-oh)
From you don't want no man weh can't turn you on
Gyal, make I see your hand dem up on ya (Oh-oh)
Can't tan pon it long, nah eat no yam
No steam fish, nor no green banana (Oh-oh)
But down in Jamaica, we give it to you hot like a sauna

Well, woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

Bumper exposed and gyal, ya got your chest out
But you no wasters 'cause gyal, ya impress out (Oh-oh)
And if ya diss out a me, ya fi test out
'Cause I got the remedy fi make ya de-stress out (Oh-oh)
Mi haffi flaunt it, becah mi God bless out
And girl, if you want it, you haffi confess out (Oh-oh)
I no lie, weh we need, set speed
Haffi test the mattress out

Well woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

Gyal, don't say me crazy now
This strange love it a no Brigitte and Flavor show (Oh-oh)
Time fi we make baby now
So stop, gwaan like you a actin' shady, yo (Oh-oh)
Woman, don't play me now
'Cause I no Fred Sanford, not Grady, yo (Oh-oh)
My lovin' is the way to go
My lovin' is the way to go

Well, woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

When you roll with a player like me
With a bredda like me, gyal, there is no other (Oh-oh)
No need to talk it right here
Just park it right here, keep it undercover (Oh-oh)
From me love how you fit inna your blouse
And you fat inna your jeans and mi wan' discover (Oh-oh)
Everything 'bout you, baby girl
Can't you hear when me utter?

Well, woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

Make I see di gyal dem bruk out pon di floor
From you don't want no worthless performer (Oh-oh)
From you don't want no man weh can't turn you on
Gyal, make I see your hand dem up on ya (Oh-oh)
Can't tan pon it long, nah eat no yam
No steam fish, nor no green banana (Oh-oh)
But down in Jamaica, we give it to you hot like a sauna

Well, woman, the way the time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh Lord, gyal, I got the right tactics to turn you on
And girl, I wanna be the papa, you can be the mom, oh-oh

Oh-oh
Oh-oh
Oh-oh",
All We Know,The Chainsmokers,11345,"Fighting flames with fire
Hang onto burning wires
We don't care anymore
Are we fading lovers?
We keep wasting colors
Maybe we should let this go

We're falling apart, still we hold together
We've passed the end, so we chase forever
'Cause this is all we know
This feeling's all we know

I'll ride my bike up to the road
Down the streets right through the city
I'll go everywhere you go
From Chicago to the coast
You tell me, ""Hit this and let's go
Blow the smoke right through the window""
'Cause this is all we know

'Cause this is all we know
'Cause this is all we know

Never face each other
One bed, different covers
We don't care anymore
Two hearts still beating
On with different rhythms
Maybe we should let this go

We're falling apart, still we hold together
We've passed the end, so we chase forever
'Cause this is all we know
This feeling's all we know

I'll ride my bike up to the road
Down the streets right through the city
I'll go everywhere you go
From Chicago to the coast
You tell me, ""Hit this and let's go
Blow the smoke right through the window""
'Cause this is all we know

'Cause this is all we know
'Cause this is all we know",
Hall of Fame,The Script,11337,"Yeah, you can be the greatest, you can be the best
You can be the King Kong bangin' on your chest
You can beat the world, you can beat the war
You can talk to God, go bangin' on his door
You can throw your hands up, you can beat the clock (
Yeah
)
You can move a mountain, you can break rocks
You can be a master, don't wait for luck
Dedicate yourself and you gon' find yourself

Standin' in the Hall of Fame (
Yeah
)
And the world's gonna know your name (
Yeah
)
'Cause you burn with the brightest flame (
Yeah
)
And the world's gonna know your name (
Yeah
)
And you'll be on the walls of the Hall of Fame

You can go the distance, you can run the mile
You can walk straight through hell with a smile
You can be the hero, you can get the gold
Breakin' all the records they thought never could be broke, yeah
Do it for your people, do it for your pride
How are you ever gonna know if you never even try?
Do it for your country, do it for your name
'Cause there's gon' be a day, when you're

Standin' in the Hall of Fame (
Yeah
)
And the world's gonna know your name (
Yeah
)
'Cause you burn with the brightest flame (
Yeah
)
And the world's gonna know your name (
Yeah
)
And you'll be on the walls of the Hall of Fame

Be a champion
Be a champion
Be a champion
Be a champion
And you'll be on the walls of the Hall of Fame

Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions
Be truth-seekers
Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions

Standin' in the Hall of Fame (
Yeah
)
And the world's gonna know your name (
Yeah
)
'Cause you burn with the brightest flame (
Yeah
)
And the world's gonna know your name (
Yeah
)
And you'll be on the walls of the Hall of Fame

You can be the greatest, you can be the best
(Be a champion)
You can be the King Kong bangin' on your chest
(You can be a champion)
You can beat the world, you can beat the war
(Be a champion)
You can talk to God, go bangin' on his door
(You can be a champion)
You can throw your hands up, you can beat the clock
(You can be a champion)
You can move a mountain, you can break rocks
(You can be a champion)
You can be a master, don't wait for luck
(You can be a champion)
Dedicate yourself and you gon' find yourself
(You can be a champion)
Standing in the Hall of Fame…",
1985,Bowling For Soup,11306,"Woo-hoo-hoo
Woo-hoo-hoo

Debbie just hit the wall, she never had it all
One Prozac a day, husband's a CPA
Her dreams went out the door when she turned twenty-four
Only been with one man, what happened to her plan?

She was gonna be an actress, she was gonna be a star
She was gonna shake her ass on the hood of Whitesnake's car
Her yellow SUV is now the enemy
Looks at her average life, and nothing has been alright

Since Bruce Springsteen, Madonna, way before Nirvana
There was U2 and Blondie, and music still on MTV
Her two kids in high school, they tell her that she's uncool
'Cause she's still preoccupied with 19, 19, 1985 (Woo-hoo-hoo)

(1985) (Woo-hoo-hoo)

She's seen all the classics, she knows every line
Breakfast Club, Pretty in Pink, even Saint Elmo's Fire
She rocked out to Wham!, not a big Limp Bizkit fan
Thought she'd get a hand on a member of Duran Duran

Where's the mini-skirt made of snake skin?
And who's the other guy that's singing in Van Halen?
When did reality become TV?
Whatever happened to sitcoms, game shows?
On the radio was

Springsteen, Madonna, way before Nirvana
There was U2 and Blondie, and music still on MTV
Her two kids in high school, they tell her that she's uncool
'Cause she's still preoccupied with 19, 19, 1985 (Woo-hoo-hoo)


She hates time, make it stop
When did Mötley Crüe become classic rock? (Classic rock)
And when did Ozzy become an actor?
Please make this stop, stop, stop!

And bring back Springsteen, Madonna, way before Nirvana
There was U2 and Blondie, and music still on MTV
Her two kids in high school, they tell her that she's uncool
'Cause she's still preoccupied, 1985 (Woo-hoo-hoo)

Since Bruce Springsteen (She hates time), Madonna, way before Nirvana (1985)
There was U2 (Make it stop) and Blondie, and music still on MTV (1985) (Woo-hoo-hoo)
Her two kids (She hates time) in high school, they tell her that she's uncool (1985)
'Cause she's still (Make it stop) preoccupied with 19, 19, 1985",
Neighbors,J. Cole,11285,"I guess the neighbors think I'm sellin' dope, sellin' dope
Okay, the neighbors think I'm sellin' dope,  sellin' dope
Sellin' dope, sellin' dope, sellin' dope

Yeah, I don't want no picture with the president
I just wanna talk to the man
Speak for the boys in the bando
And my nigga never walkin' again
'pologize if I'm harpin' again
I know these things happen often
But I'm back on the scene
I was lost in a dream
As I write this, the team down in Austin
I been buildin' me a house
Back home in the South, ma
Won't believe what it's costin'
And it's fit for a king, right?
Or a nigga that could sing
And explain all the pain that it cost him
My sixteen should've came with a coffin
Fuck the fame and the fortune
Well, maybe not the fortune
But one thing is for sure though
The fame is exhaustin'
That's why I moved away, I needed privacy
Surrounded by the trees and Ivy League
Students that's recruited highly
Thinkin' ""You do you and I do me""
Crib has got a big 'ol back 'ol yard
My niggas stand outside and pass cigars
Filled with marijuana, laughin' hard
Thankful that they friend's a platinum star
In the driveway there's no rapper cars
Just some shit to get from back and forth
Just some shit to get from back and forth
Welcome to the Sheltuh, this is pure
We'll help you if you've felt too insecure
To be the star you always knew you were
Wait, I think police is at the door

Okay, the neighbors think I'm sellin' dope
Hm, I guess the neighbors think I'm sellin' dope, sellin' dope
The neighbors think I'm—neighbors think I'm—
(Don't follow me, don't follow me...)
I think the neighbors think I'm sellin' dope
(Don't follow me, don't follow me...)
I guess the neighbors think I'm sellin' dope, sellin' dope
Sellin' dope, sellin' dope, sellin' dope
Well, motherfucker, I am

Some things you can't escape:
Death, taxes, and a ra-
-cist society that make
Every nigga feel like a candidate
For a Trayvon kinda fate
Even when your crib sit on a lake
Even when your plaques hang on a wall
Even when the president jam your tape
Took a little break just to annotate
How I feel, damn, it's late
I can't sleep cause I'm paranoid
Black in a white man territory
Cops bust in with the army guns
No evidence of the harm we done
Just a couple neighbors that assume we slang
Only time they see us we be on the news, in chains, damn

Don't follow me
Don't follow me
Don't follow me
Don't follow me

Okay, the neighbors think I'm sellin' dope
Hm, I guess the neighbors think I'm sellin' dope, sellin' dope
The neighbors think I'm...neighbors think I'm—
(Don't follow me, don't follow me...)
I think the neighbors think I'm sellin' dope
(Don't follow me, don't follow me...)
I guess the neighbors think I'm sellin' dope, sellin' dope
Sellin' dope, sellin' dope, sellin' dope
Well motherfucker, I am

I am, I am, I am, I am
Well, motherfucker, I am
I think the neighbors think I'm sellin' dope
I am, I am, I am
Well, motherfucker, I am
So much for integration
Don't know what I was thinkin'
I'm movin' back to south side
So much for integration
Don't know what I was thinkin'
I'm movin' back to south side",
Stacy's Mom,Fountains Of Wayne,11281,"Stacy's mom has got it goin' on
Stacy's mom has got it goin' on
Stacy's mom has got it goin' on
Stacy's mom has got it goin' on

Stacy, can I come over after school? (After school)
We can hang around by the pool (Hang by the pool)
Did your mom get back from her business trip? (Business trip)
Is she there, or is she trying to give me the slip? (Give me the slip)
You know, I'm not the little boy that I used to be
I'm all grown up now, baby, can't you see?

Stacy's mom has got it going on
She's all I want and I've waited for so long
Stacy, can't you see? You're just not the girl for me
I know it might be wrong, but I'm in love with Stacy's mom

Stacy's mom has got it goin' on
Stacy's mom has got it goin' on

Stacy, do you remember when I mowed your lawn? (Mowed your lawn)
Your mom came out with just a towel on (Towel on)
I could tell she liked me from the way she stared (Way she stared)
And the way she said, ""You missed a spot over there"" (Spot over there)
And I know that you think it's just a fantasy
But since your dad walked out, your mom could use a guy like me

Stacy's mom has got it going on
She's all I want and I've waited for so long
Stacy, can't you see? You're just not the girl for me
I know it might be wrong, but I'm in love with Stacy's mom


Stacy's mom has got it goin' on (She's got it goin' on)
She's all I want and I've waited for so long (Waited and waited)
Stacy, can't you see? You're just not the girl for me
I know it might be wrong, I'm in love with—

Stacy's mom, ah-oh-ah-oh (I'm in love with—)
Stacy's mom, ah-oh-ah-oh (Wait a minute)
Stacy, can't you see? You're just not the girl for me
I know it might be wrong but, I'm in love with Stacy's mom",
